"name","chr","description"
"ADAT1","16","adenosine"
"PDIA5","3","protein"
"TBC1D22B","6","TBC1"
"NDUFB4","3","NADH:ubiquinone"
"SPEN","1","spen"
"MYLK","3","myosin"
"ZC3H15","2","zinc"
"MAP2K4","17","mitogen-activated"
"TMEM206","1","transmembrane"
"SNAP91","6","synaptosome"
"SLK","10","STE20"
"CYB5R4","6","cytochrome"
"COL17A1","10","collagen"
"GSTO2","10","glutathione"
"SEC61A2","10","Sec61"
"PRKCQ","10","protein"
"TLE2","19","transducin"
"ASB1","2","ankyrin"
"FAM107B","10","family"
"ME1","6","malic"
"TBC1D1","4","TBC1"
"CDK13","7","cyclin"
"MTHFD2","2","methylenetetrahydrofolate"
"SLC9A7","X","solute"
"FOXJ2","12","forkhead"
"YBX1","1","Y-box"
"PDE4A","19","phosphodiesterase"
"PPP2R5A","1","protein"
"CTNNA2","2","catenin"
"ELAVL1","19","ELAV"
"TIE1","1","tyrosine"
"DIP2B","12","disco"
"SMARCD1","12","SWI/SNF"
"KDM4A","1","lysine"
"NFYC","1","nuclear"
"ZMYND12","1","zinc"
"SLC9A3","5","solute"
"NGEF","2","neuronal"
"ASPM","1","abnormal"
"CD84","1","CD84"
"ELOVL1","1","ELOVL"
"SPI1","11","Spi-1"
"ZNRD1","6","zinc"
"MPPED2","11","metallophosphoesterase"
"CLDN18","3","claudin"
"ZBTB11","3","zinc"
"ATXN3","14","ataxin"
"GOLGA5","14","golgin"
"FGFR2","10","fibroblast"
"LRRC40","1","leucine"
"ISOC1","5","isochorismatase"
"EML1","14","echinoderm"
"TRMT11","6","tRNA"
"THUMPD1","16","THUMP"
"MSANTD3","9","Myb/SANT"
"KIF26A","14","kinesin"
"ATG2B","14","autophagy"
"ARFGEF1","8","ADP"
"ACSM2B","16","acyl-CoA"
"ZFAT","8","zinc"
"MTFR1","8","mitochondrial"
"STAG3","7","stromal"
"FECH","18","ferrochelatase"
"MYO9A","15","myosin"
"DDX3Y","Y","DEAD-box"
"PFKP","10","phosphofructokinase,"
"IDI1","10","isopentenyl-diphosphate"
"SP100","2","SP100"
"KLF6","10","Kruppel"
"PLPP1","5","phospholipid"
"NEO1","15","neogenin"
"TRAM1","8","translocation"
"PHKA1","X","phosphorylase"
"TNFRSF1A","12","TNF"
"CACNB1","17","calcium"
"EVI5","1","ecotropic"
"STOML1","15","stomatin"
"PKM","15","pyruvate"
"DHX29","5","DExH-box"
"DNTTIP2","1","deoxynucleotidyltransferase"
"METTL22","16","methyltransferase"
"TP53BP1","15","tumor"
"TRO","X","trophinin"
"RRP15","1","ribosomal"
"RHOA","3","ras"
"DHX8","17","DEAH-box"
"PRKCZ","1","protein"
"ZFY","Y","zinc"
"IARS2","1","isoleucyl-tRNA"
"SYT1","12","synaptotagmin"
"NAV3","12","neuron"
"IDH3G","X","isocitrate"
"ROGDI","16","rogdi"
"PDZD4","X","PDZ"
"ATP2B3","X","ATPase"
"ROCK1","18","Rho"
"CBFB","16","core-binding"
"PDK3","X","pyruvate"
"HYAL2","3","hyaluronoglucosaminidase"
"HDAC4","2","histone"
"RASSF1","3","Ras"
"FGFR3","4","fibroblast"
"IFI35","17","interferon"
"HEATR6","17","HEAT"
"COASY","17","Coenzyme"
"PLEKHH3","17","pleckstrin"
"MEF2A","15","myocyte"
"OTUD5","X","OTU"
"TFE3","X","transcription"
"TBC1D25","X","TBC1"
"ACSL4","X","acyl-CoA"
"INPP5A","10","inositol"
"GPKOW","X","G-patch"
"GRIPAP1","X","GRIP1"
"FTSJ1","X","FtsJ"
"PRR11","17","proline"
"REEP1","2","receptor"
"ATP11A","13","ATPase"
"POLR1A","2","RNA"
"LAPTM4A","2","lysosomal"
"TTC7A","2","tetratricopeptide"
"IP6K2","3","inositol"
"STON1-GTF2A1L","2","STON1-GTF2A1L"
"SRBD1","2","S1"
"KIF2A","5","kinesin"
"RASGRP2","11","RAS"
"PSME4","2","proteasome"
"IFT80","3","intraflagellar"
"SIRT2","19","sirtuin"
"ERLEC1","2","endoplasmic"
"PPP2R5B","11","protein"
"PYGM","11","glycogen"
"PAGE1","X","PAGE"
"PITX1","5","paired"
"TRPC7","5","transient"
"MAST4","5","microtubule"
"ADGRF5","6","adhesion"
"SDK2","17","sidekick"
"ADAM7","8","ADAM"
"NUP133","1","nucleoporin"
"NUCKS1","1","nuclear"
"VPS35","16","VPS35,"
"DNAJA2","16","DnaJ"
"BCL3","19","B"
"KCNAB2","1","potassium"
"ABCC9","12","ATP"
"GAL","11","galanin"
"CLEC2D","12","C-type"
"FUNDC1","X","FUN14"
"MAOB","X","monoamine"
"RORA","15","RAR"
"DRD4","11","dopamine"
"TGFBR3","1","transforming"
"PLA2G10","16","phospholipase"
"HES2","1","hes"
"ATP1B3","3","ATPase"
"NEDD4","15","neural"
"PIGB","15","phosphatidylinositol"
"MAPK6","15","mitogen-activated"
"GNB5","15","G"
"RAB27A","15","RAB27A,"
"HDHD5","22","haloacid"
"UFD1","22","ubiquitin"
"LRP6","12","LDL"
"GUCY2C","12","guanylate"
"SCT","11","secretin"
"PHRF1","11","PHD"
"ELP1","9","elongator"
"NUCB2","11","nucleobindin"
"PFN2","3","profilin"
"PTPN3","9","protein"
"SPTB","14","spectrin"
"DAPP1","4","dual"
"FGF10","5","fibroblast"
"SLC44A1","9","solute"
"TMEM260","14","transmembrane"
"SMG6","17","SMG6,"
"EXOC5","14","exocyst"
"CLTCL1","22","clathrin"
"FGF22","19","fibroblast"
"FSTL3","19","follistatin"
"DGCR2","22","DiGeorge"
"RNF126","19","ring"
"MNT","17","MAX"
"ZXDC","3","ZXD"
"JMJD6","17","arginine"
"POLB","8","DNA"
"ST6GALNAC1","17","ST6"
"WIPI1","17","WD"
"FRMPD1","9","FERM"
"GBA2","9","glucosylceramidase"
"NDST1","5","N-deacetylase"
"ASNS","7","asparagine"
"AP3M2","8","adaptor"
"CNGB1","16","cyclic"
"ST6GALNAC2","17","ST6"
"CHAT","10","choline"
"PABPC1","8","poly(A)"
"TESK2","1","testis"
"CFAP20","16","cilia"
"CSNK2A2","16","casein"
"PTPN21","14","protein"
"EIF2B3","1","eukaryotic"
"CAMK2A","5","calcium/calmodulin"
"TCOF1","5","treacle"
"CDC42","1","cell"
"OSBPL3","7","oxysterol"
"EPHA8","1","EPH"
"SLC12A3","16","solute"
"RAD18","3","RAD18,"
"ATP2B1","12","ATPase"
"TRPM5","11","transient"
"NCK2","2","NCK"
"MAP4K4","2","mitogen-activated"
"MGAT4A","2","mannosyl"
"RPL31","2","ribosomal"
"WDR1","4","WD"
"SNX13","7","sorting"
"MS4A12","11","membrane"
"ARHGAP10","4","Rho"
"RPS6KA2","6","ribosomal"
"ING3","7","inhibitor"
"VASH1","14","vasohibin"
"LMCD1","3","LIM"
"BUD23","7","BUD23,"
"SEL1L","14","SEL1L,"
"TRIP13","5","thyroid"
"ATP6AP1","X","ATPase"
"TCF3","19","transcription"
"TRIB2","2","tribbles"
"DAZAP1","19","DAZ"
"MBD3","19","methyl-CpG"
"PRLH","2","prolactin"
"HLTF","3","helicase"
"FAM50A","X","family"
"FAM3A","X","family"
"CPSF1","8","cleavage"
"MYO3B","2","myosin"
"CYBRD1","2","cytochrome"
"CDH19","18","cadherin"
"PDCD2","6","programmed"
"SLC6A15","12","solute"
"RDH11","14","retinol"
"PRKACA","19","protein"
"ADGRL1","19","adhesion"
"SPP2","2","secreted"
"ACTN1","14","actinin"
"ZFYVE26","14","zinc"
"RPS6KA6","X","ribosomal"
"EPN2","17","epsin"
"PTPN18","2","protein"
"LIMS2","2","LIM"
"ASIC4","2","acid"
"SPEG","2","SPEG"
"LNX1","4","ligand"
"ALDH3A2","17","aldehyde"
"TFRC","3","transferrin"
"SREBF1","17","sterol"
"TRPC5","X","transient"
"AFF4","5","AF4/FMR2"
"UBE2D1","10","ubiquitin"
"MPP5","14","membrane"
"RHOBTB1","10","Rho"
"SMC1A","X","structural"
"HSD17B10","X","hydroxysteroid"
"MARK2","11","microtubule"
"HMMR","5","hyaluronan"
"CHFR","12","checkpoint"
"TRHDE","12","thyrotropin"
"P4HA2","5","prolyl"
"FCGR2B","1","Fc"
"NFATC3","16","nuclear"
"TRNT1","3","tRNA"
"ACADVL","17","acyl-CoA"
"STK10","5","serine/threonine"
"FBXW11","5","F-box"
"ACAP1","17","ArfGAP"
"CRMP1","4","collapsin"
"EVC","4","EvC"
"DERL2","17","derlin"
"SIDT1","3","SID1"
"NDE1","16","nudE"
"MRVI1","11","murine"
"TMEM38A","19","transmembrane"
"AP1M1","19","adaptor"
"PVR","19","poliovirus"
"XRCC1","19","X-ray"
"SCARB1","12","scavenger"
"CYP2W1","7","cytochrome"
"MCM2","3","minichromosome"
"MOV10L1","22","Mov10"
"PANX2","22","pannexin"
"SELENOO","22","selenoprotein"
"TP63","3","tumor"
"ALPK1","4","alpha"
"LLGL2","17","LLGL2,"
"PDE8A","15","phosphodiesterase"
"CLCN4","X","chloride"
"NLE1","17","notchless"
"SDHA","5","succinate"
"SMARCE1","17","SWI/SNF"
"FNDC8","17","fibronectin"
"GSDMB","17","gasdermin"
"KDM5A","12","lysine"
"ADAM11","17","ADAM"
"PPP2R3A","3","protein"
"FERMT2","14","fermitin"
"ABCB11","2","ATP"
"DHRS9","2","dehydrogenase/reductase"
"CD5L","1","CD5"
"PTGS2","1","prostaglandin-endoperoxide"
"IGF2BP2","3","insulin"
"MAP3K13","3","mitogen-activated"
"ST6GAL1","3","ST6"
"TBX21","17","T-box"
"FRY","13","FRY"
"PICALM","11","phosphatidylinositol"
"NSF","17","N-ethylmaleimide"
"GLI2","2","GLI"
"CLASP1","2","cytoplasmic"
"MRPS34","16","mitochondrial"
"NOTCH3","19","notch"
"CLNS1A","11","chloride"
"PPP2R2C","4","protein"
"TEAD2","19","TEA"
"EED","11","embryonic"
"CDHR2","5","cadherin"
"SNCB","5","synuclein"
"TSG101","11","tumor"
"NCBP3","17","nuclear"
"ATP2A3","17","ATPase"
"CA12","15","carbonic"
"MGLL","3","monoglyceride"
"NTN4","12","netrin"
"BCS1L","2","BCS1"
"NUAK1","12","NUAK"
"DPP8","15","dipeptidyl"
"SLC24A1","15","solute"
"ZNF532","18","zinc"
"SCARF1","17","scavenger"
"LMAN1","18","lectin,"
"HACD3","15","3-hydroxyacyl-CoA"
"IPCEF1","6","interaction"
"ZZEF1","17","zinc"
"NOX3","6","NADPH"
"ENO1","1","enolase"
"SLC12A1","15","solute"
"MYDGF","19","myeloid"
"ANO8","19","anoctamin"
"TUBE1","6","tubulin"
"ARHGEF10L","1","Rho"
"TXK","4","TXK"
"WSCD2","12","WSC"
"KCNQ2","20","potassium"
"TACR2","10","tachykinin"
"ACTR6","12","ARP6"
"TIPIN","15","TIMELESS"
"SRI","7","sorcin"
"EIF4G3","1","eukaryotic"
"NUP37","12","nucleoporin"
"SEMA3A","7","semaphorin"
"GTSE1","22","G2"
"SEMA3C","7","semaphorin"
"TTC38","22","tetratricopeptide"
"ACAT1","11","acetyl-CoA"
"GRAMD4","22","GRAM"
"CELSR1","22","cadherin"
"WNT8B","10","Wnt"
"ZNF638","2","zinc"
"SLC25A40","7","solute"
"TIMM21","18","translocase"
"ADD2","2","adducin"
"FGF4","11","fibroblast"
"RASAL2","1","RAS"
"VPS9D1","16","VPS9"
"ZNF37A","10","zinc"
"MARK3","14","microtubule"
"SLC25A3","12","solute"
"FNDC3B","3","fibronectin"
"FOSL2","2","FOS"
"CACNG5","17","calcium"
"CACNG4","17","calcium"
"FRYL","4","FRY"
"TMEM131","2","transmembrane"
"FSCN1","7","fascin"
"ACTB","7","actin"
"MOCOS","18","molybdenum"
"PLD1","3","phospholipase"
"ATP12A","13","ATPase"
"WDR62","19","WD"
"DLG1","3","discs"
"RAB7A","3","RAB7A,"
"BCAP29","7","B"
"SEC31B","10","SEC31"
"SART3","12","squamous"
"ARHGAP15","2","Rho"
"TUBA3D","2","tubulin"
"PAX2","10","paired"
"EXOSC7","3","exosome"
"KIFAP3","1","kinesin"
"MKRN2","3","makorin"
"MCM6","2","minichromosome"
"REXO2","11","RNA"
"RBM7","11","RNA"
"RBMS2","12","RNA"
"BAZ2A","12","bromodomain"
"PTPN23","3","protein"
"MLH1","3","mutL"
"UNG","12","uracil"
"FMO4","1","flavin"
"KLHL20","1","kelch"
"RGS11","16","regulator"
"SLC46A1","17","solute"
"PLXNA2","1","plexin"
"SPAG5","17","sperm"
"ANKRD13A","12","ankyrin"
"TPD52","8","tumor"
"ACACB","12","acetyl-CoA"
"TRAF4","17","TNF"
"PAG1","8","phosphoprotein"
"GPATCH1","19","G-patch"
"ICAM3","19","intercellular"
"NT5C2","10","5'-nucleotidase,"
"MCAM","11","melanoma"
"GPC4","X","glypican"
"MBNL3","X","muscleblind"
"CAMSAP3","19","calmodulin"
"RAP1GAP","1","RAP1"
"XAB2","19","XPA"
"ARHGEF1","19","Rho"
"STXBP2","19","syntaxin"
"MAP2K7","19","mitogen-activated"
"NMRK2","19","nicotinamide"
"DGKD","2","diacylglycerol"
"CTTNBP2","7","cortactin"
"ACTL6B","7","actin"
"RARB","3","retinoic"
"TOP2B","3","DNA"
"TM9SF3","10","transmembrane"
"NFKB2","10","nuclear"
"UBE2T","1","ubiquitin"
"PPP1R12B","1","protein"
"DNAJC10","2","DnaJ"
"GTF3C1","16","general"
"IL4R","16","interleukin"
"USP33","1","ubiquitin"
"PAK3","X","p21"
"CAPN6","X","calpain"
"DCX","X","doublecortin"
"SNRPA","19","small"
"SPAG6","10","sperm"
"EXOSC5","19","exosome"
"DYNC1I2","2","dynein"
"APBB1IP","10","amyloid"
"LRCH4","7","leucine"
"FAM76B","11","family"
"SIRT6","19","sirtuin"
"TYR","11","tyrosinase"
"POLD3","11","DNA"
"ACTN2","1","actinin"
"CAPZB","1","capping"
"GPR137B","1","G"
"NAALAD2","11","N-acetylated"
"JADE1","4","jade"
"SLC25A43","X","solute"
"UBE2A","X","ubiquitin"
"FGFR1","8","fibroblast"
"FKBP6","7","FK506"
"SMC1B","22","structural"
"FBLN1","22","fibulin"
"ITGA8","10","integrin"
"CST7","20","cystatin"
"MAP2","2","microtubule"
"PIAS2","18","protein"
"AMPH","7","amphiphysin"
"ARAF","X","A-Raf"
"MCCC1","3","methylcrotonoyl-CoA"
"LAMP3","3","lysosomal"
"FAP","2","fibroblast"
"NEBL","10","nebulette"
"ACER3","11","alkaline"
"UBE2K","4","ubiquitin"
"PIK3C3","18","phosphatidylinositol"
"N4BP2","4","NEDD4"
"TIGAR","12","TP53"
"TULP3","12","tubby"
"SYNJ2","6","synaptojanin"
"ADCY2","5","adenylate"
"PPP2R5C","14","protein"
"RBFOX1","16","RNA"
"GNB1","1","G"
"HOXA9","7","homeobox"
"EDN1","6","endothelin"
"MLLT10","10","MLLT10,"
"ZCWPW1","7","zinc"
"ADCYAP1R1","7","ADCYAP"
"FGF20","8","fibroblast"
"P2RY10","X","P2Y"
"ITM2A","X","integral"
"NRDC","1","nardilysin"
"VDAC3","8","voltage"
"PCM1","8","pericentriolar"
"TNRC6C","17","trinucleotide"
"CBFA2T2","20","CBFA2/RUNX1"
"BRINP1","9","BMP/retinoic"
"ITCH","20","itchy"
"PKD2L2","5","polycystin"
"TP53INP2","20","tumor"
"SDF4","1","stromal"
"MYH7B","20","myosin"
"BPIFB2","20","BPI"
"TP73","1","tumor"
"TOLLIP","11","toll"
"UBE2D4","7","ubiquitin"
"CLUL1","18","clusterin"
"RUNX1T1","8","RUNX1"
"CDH17","8","cadherin"
"THOC1","18","THO"
"FKBP7","2","FK506"
"OSBPL6","2","oxysterol"
"SLC1A3","5","solute"
"XRCC5","2","X-ray"
"LXN","3","latexin"
"SP140","2","SP140"
"MKNK1","1","MAP"
"TNS1","2","tensin"
"REXO1","19","RNA"
"SAR1A","10","secretion"
"CDC14A","1","cell"
"RAPGEF3","12","Rap"
"CEACAM1","19","carcinoembryonic"
"SENP1","12","SUMO"
"DUSP13","10","dual"
"CIC","19","capicua"
"LIPE","19","lipase"
"FDFT1","8","farnesyl-diphosphate"
"PAFAH1B3","19","platelet"
"OPHN1","X","oligophrenin"
"AFM","4","afamin"
"KIF22","16","kinesin"
"SCGN","6","secretagogin,"
"CARMIL1","6","capping"
"PGM1","1","phosphoglucomutase"
"DDX1","2","DEAD-box"
"DNM2","19","dynamin"
"EPB41L2","6","erythrocyte"
"RIMS1","6","regulating"
"MOXD1","6","monooxygenase"
"STX7","6","syntaxin"
"RABL2B","22","RAB,"
"KEAP1","19","kelch"
"DDX43","6","DEAD-box"
"PTPRH","19","protein"
"DCT","13","dopachrome"
"SLC35C2","20","solute"
"CRYBG3","3","crystallin"
"EPHA6","3","EPH"
"SCTR","2","secretin"
"RFX3","9","regulatory"
"RIF1","2","replication"
"RAB21","12","RAB21,"
"SLC4A4","4","solute"
"SMARCA2","9","SWI/SNF"
"RDH8","19","retinol"
"SESN1","6","sestrin"
"MID2","X","midline"
"PIH1D3","X","PIH1"
"COL5A3","19","collagen"
"SRCAP","16","Snf2"
"PUM3","9","pumilio"
"CPB2","13","carboxypeptidase"
"CHRNA3","15","cholinergic"
"KCNN2","5","potassium"
"CNOT4","7","CCR4-NOT"
"PSEN1","14","presenilin"
"CPOX","3","coproporphyrinogen"
"CLDND1","3","claudin"
"MOK","14","MOK"
"HSP90AA1","14","heat"
"RBL1","20","RB"
"DLGAP4","20","DLG"
"IGSF9B","11","immunoglobulin"
"CFHR2","1","complement"
"NDC80","18","NDC80,"
"AP4E1","15","adaptor"
"RSBN1","1","round"
"MAGI3","1","membrane"
"CXCL2","4","C-X-C"
"AFP","4","alpha"
"COL4A4","2","collagen"
"TCF7","5","transcription"
"OSTM1","6","osteopetrosis"
"CDH7","18","cadherin"
"IMPG2","3","interphotoreceptor"
"PCNP","3","PEST"
"EXD2","14","exonuclease"
"ARG2","14","arginase"
"MEF2C","5","myocyte"
"PTPRC","1","protein"
"CACNA1S","1","calcium"
"PKP1","1","plakophilin"
"UBA5","3","ubiquitin"
"STK17B","2","serine/threonine"
"CDC14B","9","cell"
"ZNF510","9","zinc"
"LRP2","2","LDL"
"ZNF506","19","zinc"
"JMJD4","1","jumonji"
"DUSP12","1","dual"
"AACS","12","acetoacetyl-CoA"
"DELE1","5","DAP3"
"SLC13A1","7","solute"
"CADPS2","7","calcium"
"PCDHB4","5","protocadherin"
"PCDHA6","5","protocadherin"
"PCDHGA2","5","protocadherin"
"HSPB11","1","heat"
"PHLPP1","18","PH"
"ATP8B1","18","ATPase"
"IL12RB2","1","interleukin"
"SMARCD3","7","SWI/SNF"
"WDR70","5","WD"
"FYB1","5","FYN"
"MPP4","2","membrane"
"STRADB","2","STE20-related"
"BZW1","2","basic"
"PGR","11","progesterone"
"C1QTNF3","5","C1q"
"ME2","18","malic"
"C5orf22","5","chromosome"
"CCNT2","2","cyclin"
"FAM135A","6","family"
"COL19A1","6","collagen"
"EPB41L3","18","erythrocyte"
"COBLL1","2","cordon-bleu"
"DLG3","X","discs"
"KCNK2","1","potassium"
"SERTAD4","1","SERTA"
"TRAF5","1","TNF"
"MRPL22","5","mitochondrial"
"GEMIN5","5","gem"
"OPRK1","8","opioid"
"NFE2L1","17","nuclear"
"SEMA5B","3","semaphorin"
"GSK3B","3","glycogen"
"ITGB5","3","integrin"
"ERC1","12","ELKS/RAB6-interacting/CAST"
"XPO1","2","exportin"
"RNF13","3","ring"
"TRPM3","9","transient"
"PALB2","16","partner"
"DOPEY1","6","dopey"
"LYRM2","6","LYR"
"BCKDHB","6","branched"
"KAT6A","8","lysine"
"TUT7","9","terminal"
"ULK2","17","unc-51"
"GRHL2","8","grainyhead"
"TNPO1","5","transportin"
"PLOD1","1","procollagen-lysine,2-oxoglutarate"
"P2RX5","17","purinergic"
"ITGAE","17","integrin"
"DIS3","13","DIS3"
"PIBF1","13","progesterone"
"TDRD3","13","tudor"
"NUFIP1","13","NUFIP1,"
"PDS5B","13","PDS5"
"OXCT1","5","3-oxoacid"
"RRAGB","X","Ras"
"EPYC","12","epiphycan"
"CYLD","16","CYLD"
"SLC27A5","19","solute"
"ZNF324","19","zinc"
"ZNF671","19","zinc"
"ZNF416","19","zinc"
"ZNF586","19","zinc"
"ZNF446","19","zinc"
"ZNF264","19","zinc"
"RPS5","19","ribosomal"
"FAT1","4","FAT"
"YTHDC1","4","YTH"
"CHMP2B","3","charged"
"SMAP2","1","small"
"PPIE","1","peptidylprolyl"
"ZMPSTE24","1","zinc"
"STARD7","2","StAR"
"NOA1","4","nitric"
"REST","4","RE1"
"HAL","12","histidine"
"SSH1","12","slingshot"
"GSTP1","11","glutathione"
"APLP2","11","amyloid"
"FAM234B","12","family"
"SLCO1A2","12","solute"
"WBP11","12","WW"
"EIF3I","1","eukaryotic"
"NKAIN1","1","sodium/potassium"
"COL16A1","1","collagen"
"TXLNA","1","taxilin"
"APOB","2","apolipoprotein"
"NCOA1","2","nuclear"
"AGBL5","2","ATP/GTP"
"EFR3B","2","EFR3"
"KIF3C","2","kinesin"
"RAB10","2","RAB10,"
"GCKR","2","glucokinase"
"HADHA","2","hydroxyacyl-CoA"
"MAPRE3","2","microtubule"
"CAD","2","carbamoyl-phosphate"
"CD59","11","CD59"
"CD82","11","CD82"
"BCORL1","X","BCL6"
"ATRX","X","ATRX,"
"AK6","5","adenylate"
"FCN1","9","ficolin"
"MYNN","3","myoneurin"
"MECOM","3","MDS1"
"SCAMP1","5","secretory"
"PREP","6","prolyl"
"HACE1","6","HECT"
"SEH1L","18","SEH1"
"WDR47","1","WD"
"WDFY1","2","WD"
"OVGP1","1","oviductal"
"SLC25A24","1","solute"
"MAP3K4","6","mitogen-activated"
"PILRA","7","paired"
"IGSF9","1","immunoglobulin"
"ABCB1","7","ATP"
"ZNF213","16","zinc"
"AKR1B1","7","aldo-keto"
"CPNE3","8","copine"
"RRN3","16","RRN3"
"CTTN","11","cortactin"
"WNT11","11","Wnt"
"MTIF2","2","mitochondrial"
"DDHD2","8","DDHD"
"TTC39A","1","tetratricopeptide"
"EPS15","1","epidermal"
"ORC1","1","origin"
"MGST2","4","microsomal"
"CHERP","19","calcium"
"ATG16L1","2","autophagy"
"USP40","2","ubiquitin"
"POMGNT1","1","protein"
"RAD54L","1","RAD54"
"MAST2","1","microtubule"
"DNAJA1","9","DnaJ"
"B4GALT1","9","beta-1,4-galactosyltransferase"
"CHMP5","9","charged"
"NFX1","9","nuclear"
"AQP6","12","aquaporin"
"DIMT1","5","DIM1"
"IPO11","5","importin"
"FOLH1","11","folate"
"EIF2AK1","7","eukaryotic"
"NME8","7","NME/NM23"
"EPDR1","7","ependymin"
"SNX10","7","sorting"
"SEPHS1","10","selenophosphate"
"MRPL28","16","mitochondrial"
"HBQ1","16","hemoglobin"
"ITPKC","19","inositol-trisphosphate"
"CEACAM6","19","carcinoembryonic"
"FAT2","5","FAT"
"RBM22","5","RNA"
"TMED2","12","transmembrane"
"ERO1B","1","endoplasmic"
"ZFAND6","15","zinc"
"HSD17B2","16","hydroxysteroid"
"TXLNG","X","taxilin"
"PPEF1","X","protein"
"LAT2","7","linker"
"HUWE1","X","HECT,"
"ZW10","11","zw10"
"ALG9","11","ALG9,"
"MYBPC2","19","myosin"
"NOX4","11","NADPH"
"ACOX3","4","acyl-CoA"
"MTMR2","11","myotubularin"
"PPP1R15A","19","protein"
"HSD17B14","19","hydroxysteroid"
"TRIP6","7","thyroid"
"ACHE","7","acetylcholinesterase"
"FTL","19","ferritin"
"SRRT","7","serrate,"
"BAX","19","BCL2"
"NLK","17","nemo"
"PIGS","17","phosphatidylinositol"
"ADAMTS2","5","ADAM"
"TMPRSS11E","4","transmembrane"
"ATXN7L3","17","ataxin"
"PGS1","17","phosphatidylglycerophosphate"
"PSMC5","17","proteasome"
"UIMC1","5","ubiquitin"
"CETP","16","cholesteryl"
"MMP2","16","matrix"
"MT3","16","metallothionein"
"LPCAT2","16","lysophosphatidylcholine"
"GNAO1","16","G"
"OGFOD1","16","2-oxoglutarate"
"SH3BP2","4","SH3"
"NOP14","4","NOP14"
"ADD1","4","adducin"
"L2HGDH","14","L-2-hydroxyglutarate"
"TXNDC16","14","thioredoxin"
"RTRAF","14","RNA"
"NID2","14","nidogen"
"GMCL1","2","germ"
"SF3B2","11","splicing"
"KLHL42","12","kelch"
"GNAS","20","GNAS"
"DNM1L","12","dynamin"
"PTHLH","12","parathyroid"
"PHACTR3","20","phosphatase"
"ERGIC2","12","ERGIC"
"TFAP2C","20","transcription"
"AURKA","20","aurora"
"CASS4","20","Cas"
"PIR","X","pirin"
"AAMDC","11","adipogenesis"
"RFX2","19","regulatory"
"METTL2A","17","methyltransferase"
"SULT2B1","19","sulfotransferase"
"ALG6","1","ALG6,"
"CNOT3","19","CCR4-NOT"
"GP6","19","glycoprotein"
"PTPN4","2","protein"
"DDX18","2","DEAD-box"
"KHSRP","19","KH-type"
"GNA11","19","G"
"ASAP3","1","ArfGAP"
"EDEM2","20","ER"
"DNMT3B","20","DNA"
"REM1","20","RRAD"
"TPX2","20","TPX2,"
"PDRG1","20","p53"
"EPB41L1","20","erythrocyte"
"SLC15A1","13","solute"
"DOCK9","13","dedicator"
"ANKRD10","13","ankyrin"
"TGDS","13","TDP-glucose"
"DOCK3","3","dedicator"
"C3orf18","3","chromosome"
"COQ9","16","coenzyme"
"TMEM40","3","transmembrane"
"KIF9","3","kinesin"
"ARHGAP28","18","Rho"
"CRLS1","20","cardiolipin"
"DEFB127","20","defensin"
"PPP1R13B","14","protein"
"ATRN","20","attractin"
"SMOX","20","spermine"
"SIGLEC1","20","sialic"
"FKBP1A","20","FK506"
"NSFL1C","20","NSFL1"
"SLC4A11","20","solute"
"C20orf194","20","chromosome"
"ZNF343","20","zinc"
"EBF4","20","early"
"CPXM1","20","carboxypeptidase"
"MAVS","20","mitochondrial"
"LZTS3","20","leucine"
"F11","4","coagulation"
"XRN2","20","5'-3'"
"KIZ","20","kizuna"
"DYNLL1","12","dynein"
"TESC","12","tescalcin"
"SNX5","20","sorting"
"RPL6","12","ribosomal"
"SIRPG","20","signal"
"MAPKAPK5","12","mitogen-activated"
"P2RX7","12","purinergic"
"ESF1","20","ESF1"
"RBBP9","20","RB"
"ANAPC5","12","anaphase"
"SLC23A2","20","solute"
"SLC8B1","12","solute"
"TMEM230","20","transmembrane"
"DZANK1","20","double"
"KDM2B","12","lysine"
"CFAP61","20","cilia"
"LHX5","12","LIM"
"TASP1","20","taspase"
"OAS1","12","2'-5'-oligoadenylate"
"GCN1","12","GCN1,"
"RPLP0","12","ribosomal"
"PXN","12","paxillin"
"SIRT4","12","sirtuin"
"RPH3A","12","rabphilin"
"KIF16B","20","kinesin"
"TRMT6","20","tRNA"
"CHGB","20","chromogranin"
"PEBP1","12","phosphatidylethanolamine"
"TBX5","12","T-box"
"BRAP","12","BRCA1"
"ERP29","12","endoplasmic"
"NOS1","12","nitric"
"FUS","16","FUS"
"IGBP1","X","immunoglobulin"
"FXYD5","19","FXYD"
"ZNF302","19","zinc"
"GRAMD1A","19","GRAM"
"FXYD3","19","FXYD"
"HEPH","X","hephaestin"
"CDIP1","16","cell"
"CMTM1","16","CKLF"
"KCNH4","17","potassium"
"GANAB","11","glucosidase"
"GMIP","19","GEM"
"RBM41","X","RNA"
"BIRC5","17","baculoviral"
"LAG3","12","lymphocyte"
"MLF2","12","myeloid"
"OTUB2","14","OTU"
"DDX24","14","DEAD-box"
"ZBTB25","14","zinc"
"NECAP1","12","NECAP"
"ARHGAP4","X","Rho"
"ANKRD24","19","ankyrin"
"DHX32","10","DEAH-box"
"RCOR1","14","REST"
"GPATCH2L","14","G-patch"
"LTBP4","19","latent"
"BLVRB","19","biliverdin"
"SLC9A1","1","solute"
"SPTLC1","9","serine"
