"scientificName","commonName","criticalHabitat","speciesGroup","Status","specialRules","whereListed"
"Orthalicus reses (not incl. nesodryas)","Stock Island tree snail","N/A","Snails","Threatened","N/A","Wherever found"
"Oryx dammah","Scimitar-horned oryx","N/A","Mammals","Endangered","N/A","Wherever found"
"Oryx leucoryx","Arabian oryx","N/A","Mammals","Endangered","N/A","Wherever found"
"Oryzomys palustris natator","Rice rat","17.95(a)","Mammals","Endangered","N/A","Lower FL Keys (west of Seven Mile Bridge)"
"Osteolaemus tetraspis osborni","Congo dwarf crocodile","N/A","Reptiles","Endangered","N/A","Wherever found"
"Osteolaemus tetraspis tetraspis","African dwarf crocodile","N/A","Reptiles","Endangered","N/A","Wherever found"
"Ostodes strigatus","Snail [no common name]","N/A","Snails","Endangered","N/A","Wherever found"
"Otus ireneae","Morden's owlet","N/A","Birds","Endangered","N/A","Wherever found"
"Otus magicus (=insularis) insularis","Seychelles scops owl","N/A","Birds","Endangered","N/A","Wherever found"
"Otus rutilus capnodes","Anjouan scops owl","N/A","Birds","Endangered","N/A","Wherever found"
"Ovis ammon","Argali","N/A","Mammals","Endangered","N/A","Wherever found except Kyrgyzstan Mongolia and Tajikistan"
"Ovis ammon","Argali","N/A","Mammals","Threatened","17.40(j)","Kyrgyzstan Mongolia and Tajikistan"
"Ovis canadensis nelsoni","Peninsular bighorn sheep","17.95(a)","Mammals","Endangered","N/A","U.S.A. (CA) Peninsular Ranges"
"Ovis canadensis sierrae","Sierra Nevada bighorn sheep","17.95(a)","Mammals","Endangered","N/A","U.S.A. (CA) Sierra Nevada"
"Ovis musimon ophion","Urial","N/A","Mammals","Endangered","N/A","Wherever found"
"Ovis vignei vignei","Shapo","N/A","Mammals","Endangered","N/A","Wherever found"
"Oxyloma haydeni kanabensis","Kanab ambersnail","N/A","Snails","Endangered","N/A","Wherever found"
"Ozotoceros bezoarticus","Pampas deer","N/A","Mammals","Endangered","N/A","Wherever found"
"Pacifastacus fortis","Shasta crayfish","N/A","Crustaceans","Endangered","N/A","Wherever found"
"Palaemonetes cummingi","Squirrel Chimney Cave shrimp","N/A","Crustaceans","Threatened","N/A","Wherever found"
"Palaemonias alabamae","Alabama cave shrimp","N/A","Crustaceans","Endangered","N/A","Wherever found"
"Palaemonias ganteri","Kentucky cave shrimp","17.95(h)","Crustaceans","Endangered","N/A","Wherever found"
"Palmeria dolei","crested honeycreeper (Akohekohe)","17.95(b)","Birds","Endangered","N/A","Wherever found"
"Pan paniscus","Pygmy chimpanzee","N/A","Mammals","Endangered","N/A","Wherever found"
"Pan troglodytes","Chimpanzee","N/A","Mammals","Endangered","N/A","Wherever found"
"Pangasianodon gigas","Thailand giant catfish","N/A","Fishes","Endangered","N/A","Wherever found"
"Pangasius sanitwongsei","Catfish","N/A","Fishes","Endangered","N/A","Wherever found"
"Panthalops hodgsonii","Tibetan antelope","N/A","Mammals","Endangered","N/A","Wherever found"
"Panthera leo ssp. leo","Lion","N/A","Mammals","Endangered","N/A","Wherever found"
"Panthera leo ssp. melanochaita","Lion","N/A","Mammals","Threatened","N/A","Wherever found"
"Panthera onca","Jaguar","17.95(a)","Mammals","Endangered","N/A","Wherever found"
"Panthera pardus","Leopard","N/A","Mammals","Endangered","N/A","Wherever found except where it is listed as Threatened"
"Panthera pardus","Leopard","N/A","Mammals","Threatened","17.40(f)","In Africa in the wild south of and including the following countries: Gabon Congo Zaire Uganda Kenya"
"Panthera tigris","Tiger","N/A","Mammals","Endangered","N/A","Wherever found"
"Papasula (=Sula) abbotti","Abbott's booby","N/A","Birds","Endangered","N/A","Wherever found"
"Papilio chikae","Luzon peacock swallowtail butterfly","N/A","Insects","Endangered","N/A","Wherever found"
"Papilio homerus","Homerus swallowtail butterfly","N/A","Insects","Endangered","N/A","Wherever found"
"Papilio hospiton","Corsican swallowtail butterfly","N/A","Insects","Endangered","N/A","Wherever found"
"Papustyla pulcherrima","Manus Island tree snail","N/A","Snails","Endangered","N/A","Wherever found"
"Parahyaena (=Hyaena) brunnea","Brown Hyena","N/A","Mammals","Endangered","N/A","Wherever found"
"Pardofelis (=Felis) marmorata","Marbled cat","N/A","Mammals","Endangered","N/A","Wherever found"
"Paroreomyza flammea","Molokai creeper","N/A","Birds","Endangered","N/A","Wherever found"
"Paroreomyza maculata","Oahu creeper","N/A","Birds","Endangered","N/A","Wherever found"
"Partula gibba","Humped tree snail","N/A","Snails","Endangered","N/A","Wherever found"
"Partula langfordi","Langford's tree snail","N/A","Snails","Endangered","N/A","Wherever found"
"Partula radiolata","Guam tree snail","N/A","Snails","Endangered","N/A","Wherever found"
"Partulina semicarinata","Lanai tree snail","17.95(f)","Snails","Endangered","N/A","Wherever found"
"Partulina variabilis","Lanai tree snail","17.95(f)","Snails","Endangered","N/A","Wherever found"
"Pavona diffluens","No common name","N/A","Corals","Threatened","N/A","Wherever found"
"Pedionomus torquatus","Plains wanderer (=collared-hemipode)","N/A","Birds","Endangered","N/A","Wherever found"
"Pegias fabula","Littlewing pearlymussel","N/A","Clams","Endangered","N/A","Wherever found"
"Peltophryne lemur","Puerto Rican crested toad","N/A","Amphibians","Threatened","N/A","Wherever found"
"Penelope albipennis","White-winged guan","N/A","Birds","Endangered","N/A","Wherever found"
"Penelope perspicax","Cauca guan","N/A","Birds","Endangered","N/A","Wherever found"
"Pentalagus furnessi","Ryukyu rabbit","N/A","Mammals","Endangered","N/A","Japan (Ryukyu Islands)"
"Perameles bougainville","Barred bandicoot","N/A","Mammals","Endangered","N/A","Wherever found"
"Perameles eremiana","Desert bandicoot","N/A","Mammals","Endangered","N/A","Wherever found"
"Percina antesella","Amber darter","17.95(e)","Fishes","Endangered","N/A","Wherever found"
"Percina aurolineata","Goldline darter","N/A","Fishes","Threatened","N/A","Wherever found"
"Percina aurora","Pearl darter","N/A","Fishes","Threatened","N/A","Wherever found"
"Percina jenkinsi","Conasauga logperch","17.95(e)","Fishes","Endangered","N/A","Wherever found"
"Percina pantherina","Leopard darter","17.95(e)","Fishes","Threatened","17.44(d)","Wherever found"
"Percina rex","Roanoke logperch","N/A","Fishes","Endangered","N/A","Wherever found"
"Percina tanasi","Snail darter","17.95(e)","Fishes","Threatened","N/A","Wherever found"
"Perognathus longimembris pacificus","Pacific pocket mouse","N/A","Mammals","Endangered","N/A","Wherever found"
"Peromyscus gossypinus allapaticola","Key Largo cotton mouse","N/A","Mammals","Endangered","N/A","Wherever found"
"Peromyscus polionotus allophrys","Choctawhatchee beach mouse","17.95(a)","Mammals","Endangered","N/A","Wherever found"
"Peromyscus polionotus ammobates","Alabama beach mouse","17.95(a)","Mammals","Endangered","N/A","Wherever found"
"Peromyscus polionotus niveiventris","Southeastern beach mouse","N/A","Mammals","Threatened","N/A","wherever found"
"Peromyscus polionotus peninsularis","St. Andrew beach mouse","17.95(a)","Mammals","Endangered","N/A","Wherever found"
"Peromyscus polionotus phasma","Anastasia Island beach mouse","N/A","Mammals","Endangered","N/A","Wherever found"
"Peromyscus polionotus trissyllepsis","Perdido Key beach mouse","17.95(a)","Mammals","Endangered","N/A","Wherever found"
"Petrogale xanthopus","Yellow-footed rock wallaby","N/A","Mammals","Endangered","N/A","Wherever found"
"Petroica multicolor multicolor","Scarlet-breasted robin (flycatcher)","N/A","Birds","Endangered","N/A","Wherever found"
"Petroica traversi","Chatham Island robin","N/A","Birds","Endangered","N/A","Wherever found"
"Pezoporus wallicus","Ground parrot","N/A","Birds","Endangered","N/A","Wherever found"
"Phaenicophaeus pyrrhocephalus","Red-faced malkoha (cuckoo)","N/A","Birds","Endangered","N/A","Wherever found"
"Phaeognathus hubrichti","Red Hills salamander","N/A","Amphibians","Threatened","N/A","Wherever found"
"Phaethornis malaris margarettae","Margaretta's hermit","N/A","Birds","Endangered","N/A","Wherever found"
"Pharomachrus mocinno ssp. mocinno","Resplendent quetzel","N/A","Birds","Endangered","N/A","Wherever found"
"Phascolarctos cinereus","Koala","N/A","Mammals","Threatened","N/A","Australia"
"Phelsuma edwardnewtoni","Day gecko","N/A","Reptiles","Endangered","N/A","Wherever found"
"Phelsuma guentheri","Round Island day gecko","N/A","Reptiles","Endangered","N/A","Wherever found"
"Phoca (=Pusa) hispida botnica","Ringed Seal","N/A","Mammals","Threatened","N/A","Wherever found"
"Phoca (=Pusa) hispida hispida","Ringed Seal","N/A","Mammals","Threatened","N/A","Wherever found"
"Phoca (=Pusa) hispida ladogensis","Ringed seal","N/A","Mammals","Endangered","N/A","Ladoga subspecies"
"Phoca (=Pusa) hispida ochotensis","Ringed Seal","N/A","Mammals","Threatened","N/A","Okhotsk subspecies"
"Phoca hispida saimensis","Saimaa seal","N/A","Mammals","Endangered","N/A","Wherever found"
"Phoca largha","Spotted Seal","N/A","Mammals","Threatened","N/A","Southern DPS - See 50 CFR 223.102"
"Phocoena sinus","Cochito","N/A","Mammals","Endangered","N/A","Wherever found"
"Phoebastria (=Diomedea) albatrus","Short-tailed albatross","N/A","Birds","Endangered","N/A","Wherever found"
"Phoenicoparrus andinus","Andean flamingo","N/A","Birds","Endangered","N/A","Wherever found"
"Phoxinus cumberlandensis","Blackside dace","N/A","Fishes","Threatened","N/A","Wherever found"
"Phrynops hogei","Brazilian sideneck turtle","N/A","Reptiles","Endangered","N/A","Wherever found"
"Physa natricina","Snake River physa snail","N/A","Snails","Endangered","N/A","Wherever found"
"Physeter catodon (=macrocephalus)","Sperm whale","N/A","Mammals","Endangered","N/A","Wherever found"
"Phytotoma raimondii","Peruvian plantcutter","N/A","Birds","Endangered","N/A","Wherever found"
"Picathartes gymnocephalus","White-necked rockfowl","N/A","Birds","Endangered","N/A","Wherever found"
"Picathartes oreas","Grey-necked rockfowl","N/A","Birds","Endangered","N/A","Wherever found"
"Picoides borealis","Red-cockaded woodpecker","N/A","Birds","Endangered","N/A","Wherever found"
"Pionopsitta pileata","Red-capped parrot","N/A","Birds","Endangered","N/A","Wherever found"
"Pipile jacutinga","Black-fronted piping-guan","N/A","Birds","Endangered","N/A","Wherever found"
"Pipile pipile pipile","Trinidad white-headed curassow","N/A","Birds","Endangered","N/A","Wherever found"
"Pipilo crissalis eremophilus","Inyo California towhee","17.95(b)","Birds","Threatened","N/A","Wherever found"
"Pithecophaga jefferyi","Philippine eagle","N/A","Birds","Endangered","N/A","Wherever found"
"Pitta gurneyi","Gurney's pitta","N/A","Birds","Endangered","N/A","Wherever found"
"Pitta kochi","Koch's pitta","N/A","Birds","Endangered","N/A","Wherever found"
"Pituophis melanoleucus lodingi","Black pine snake","N/A","Reptiles","Threatened","17.42(h)","Wherever found"
"Pituophis ruthveni","Louisiana pine snake","N/A","Reptiles","Threatened","N/A","Wherever found"
"Plagopterus argentissimus","Woundfin","17.95(e)","Fishes","Endangered","N/A","Wherever found except where listed as an experimental population"
"Plagopterus argentissimus","Woundfin","N/A","Fishes","Experimental Population Non-Essential","17.84(b)","Gila R. drainage AZ NM"
"Planigale ingrami subtilissima","Little planigale","N/A","Mammals","Endangered","N/A","Wherever found"
"Planigale tenuirostris","Southern planigale","N/A","Mammals","Endangered","N/A","Wherever found"
"Platanista gangetica minor","South Asian River dolphin","N/A","Mammals","Endangered","N/A","Wherever found"
"Platysteira laticincta","Banded wattle-eye","N/A","Birds","Endangered","N/A","Wherever found"
"Plethobasus cicatricosus","White wartyback (pearlymussel)","N/A","Clams","Endangered","N/A","Wherever found"
"Plethobasus cicatricosus","White wartyback (pearlymussel)","N/A","Clams","Experimental Population Non-Essential","N/A","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))"
"Plethobasus cooperianus","Orangefoot pimpleback (pearlymussel)","N/A","Clams","Endangered","N/A","Wherever found"
"Plethobasus cooperianus","Orangefoot pimpleback (pearlymussel)","N/A","Clams","Experimental Population Non-Essential","N/A","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))"
"Plethobasus cyphyus","Sheepnose Mussel","N/A","Clams","Endangered","N/A","Wherever found"
"Plethodon neomexicanus","Jemez Mountains salamander","17.95(d)","Amphibians","Endangered","N/A","Wherever found"
"Plethodon nettingi","Cheat Mountain salamander","N/A","Amphibians","Threatened","N/A","Wherever found"
"Plethodon shenandoah","Shenandoah salamander","N/A","Amphibians","Endangered","N/A","Wherever found"
"Pleurobema clava","Clubshell","N/A","Clams","Endangered","N/A","Wherever found; Except where listed as Experimental Populations"
"Pleurobema clava","Clubshell","N/A","Clams","Experimental Population Non-Essential","17.85(a)","U.S.A. (AL;The free-flowing reach of the Tennessee R. from the base of Wilson Dam downstream to the backwaters of Pickwick Reservoir [about 12 RM (19 km)] and the lower 5 RM [8 km] of all tributaries to this reach in Colbert and Lauderdale Cos. see 17.85(a))"
"Pleurobema collina","James spinymussel","N/A","Clams","Endangered","N/A","Wherever found"
"Pleurobema curtum","Black clubshell","N/A","Clams","Endangered","N/A","Wherever found"
"Pleurobema decisum","Southern clubshell","17.95(f)","Clams","Endangered","N/A","Wherever found"
"Pleurobema furvum","Dark pigtoe","17.95(f)","Clams","Endangered","N/A","Wherever found"
"Pleurobema georgianum","Southern pigtoe","17.95(f)","Clams","Endangered","N/A","Wherever found"
"Pleurobema gibberum","Cumberland pigtoe","N/A","Clams","Endangered","N/A","Wherever found"
"Pleurobema hanleyianum","Georgia pigtoe","17.95(f)","Clams","Endangered","N/A","Wherever found"
"Pleurobema marshalli","Flat pigtoe","N/A","Clams","Endangered","N/A","Wherever found"
"Pleurobema perovatum","Ovate clubshell","17.95(f)","Clams","Endangered","N/A","Wherever found"
"Pleurobema plenum","Rough pigtoe","N/A","Clams","Endangered","N/A","Wherever found"
"Pleurobema plenum","Rough pigtoe","N/A","Clams","Experimental Population Non-Essential","N/A","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))"
"Pleurobema pyriforme","Oval pigtoe","17.95(f)","Clams","Endangered","N/A","Wherever found"
"Pleurobema strodeanum","Fuzzy pigtoe","17.95(f)","Clams","Threatened","N/A","Wherever found"
"Pleurobema taitianum","Heavy pigtoe","N/A","Clams","Endangered","N/A","Wherever found"
"Pleurocera foremani","Rough hornsnail","17.95(f)","Snails","Endangered","N/A","Wherever found"
"Pleuronaia dolabelloides","Slabside Pearlymussel","17.95(f)","Clams","Endangered","N/A","Wherever found"
"Ploceus golandi","Clarke's weaver","N/A","Birds","Endangered","N/A","Wherever found"
"Podarcis pityusensis","Ibiza wall lizard","N/A","Reptiles","Threatened","N/A","Wherever found"
"Podiceps taczanowskii","Junin grebe","N/A","Birds","Endangered","N/A","Wherever found"
"Podilymbus gigas","Atitlan grebe","N/A","Birds","Endangered","N/A","Wherever found"
"Podocnemis expansa","Tartaruga","N/A","Reptiles","Endangered","N/A","Wherever found"
"Podocnemis unifilis","Tracaja","N/A","Reptiles","Endangered","N/A","Wherever found"
"Poeciliopsis occidentalis","Gila topminnow (incl. Yaqui)","N/A","Fishes","Endangered","N/A","Wherever found"
"Poecilotheria fasciata","Sri Lankan Ornamental Tarantula","N/A","Arachnids","Endangered","N/A","Wherever found"
"Poecilotheria ornata","Fringed Ornamental Tarantula","N/A","Arachnids","Endangered","N/A","Wherever found"
"Poecilotheria pederseni","Pederseni's Tiger Spider","N/A","Arachnids","Endangered","N/A","Wherever found"
"Poecilotheria smithi","Kandy Parachute Spider","N/A","Arachnids","Endangered","N/A","Wherever found"
"Poecilotheria subfusca","Ivory Ornamental Tarantula","N/A","Arachnids","Endangered","N/A","Wherever found"
"Polioptila californica californica","Coastal California gnatcatcher","17.95(b)","Birds","Threatened","17.41(b) null","Wherever found"
"Polyborus plancus audubonii","Audubon's crested caracara","N/A","Birds","Threatened","N/A","U.S.A. (FL)"
"Polygyriscus virginianus","Virginia fringed mountain snail","N/A","Snails","Endangered","N/A","Wherever found"
"Polyphylla barbata","Mount Hermon June beetle","N/A","Insects","Endangered","N/A","Wherever found"
"Polyplectron emphanum","Palawan peacock pheasant","N/A","Birds","Endangered","N/A","Wherever found"
"Polysticta stelleri","Steller's Eider","17.95(b)","Birds","Threatened","N/A","U.S. Alaska breeding population only"
"Pomarea nigra","Tahiti flycatcher","N/A","Birds","Endangered","N/A","Wherever found"
"Pongo pygmaeus","Orangutan","N/A","Mammals","Endangered","N/A","Wherever found"
"Popenaias popeii","Texas Hornshell","N/A","Clams","Endangered","N/A","Wherever found"
"Porites napopora","No common name","N/A","Corals","Threatened","N/A","Wherever found"
"Potamilus capax","Fat pocketbook","N/A","Clams","Endangered","N/A","Wherever found"
"Potamilus inflatus","Inflated heelsplitter","N/A","Clams","Threatened","N/A","Wherever found"
"Presbytis potenziani","Long-tailed langur","N/A","Mammals","Threatened","17.40(c)","Indonesia"
"Presbytis senex","Purple-faced langur","N/A","Mammals","Threatened","17.40(c)","Wherever found"
"Prietella phreatophila","Mexican blindcat (catfish)","N/A","Fishes","Endangered","N/A","Wherever found"
"Priodontes maximus","Giant armadillo","N/A","Mammals","Endangered","N/A","Wherever found"
"Prionailurus (=Felis) bengalensis bengalensis","Leopard cat","N/A","Mammals","Endangered","N/A","Wherever found"
"Prionailurus (=Felis) bengalensis iriomotensis","Iriomote cat","N/A","Mammals","Endangered","N/A","Wherever found"
"Prionailurus (=Felis) planiceps","Flat-headed cat","N/A","Mammals","Endangered","N/A","Wherever found"
"Prionodon pardicolor","Spotted linsang","N/A","Mammals","Endangered","N/A","Wherever found"
"Pristis clavata","Dwarf sawfish","N/A","Fishes","Endangered","N/A","Wherever found"
"Pristis pectinata","Smalltooth sawfish","N/A","Fishes","Endangered","N/A","Non-US DPS - Smalltooth sawfish originating from non-US waters"
"Pristis pectinata","Smalltooth sawfish","N/A","Fishes","Endangered","N/A","US DPS - Smalltooth sawfish originating from U.S. waters."
"Pristis pristis","Largetooth Sawfish","N/A","Fishes","Endangered","N/A","Wherever found"
"Pristis zijsron","Green sawfish","N/A","Fishes","Endangered","N/A","Wherever found"
"Probarbus jullieni","Ikan temoleh (minnow)","N/A","Fishes","Endangered","N/A","Wherever found"
"Procaris hawaiana","Anchialine pool Shrimp","N/A","Crustaceans","Endangered","N/A","Wherever found"
"Procolobus (=Colobus) pennantii (=kirki) kirki","Zanzibar red colobus monkey","N/A","Mammals","Endangered","N/A","Wherever found"
"Procolobus (=Colobus) preussi (=badius p.)","Preuss' red colobus monkey","N/A","Mammals","Endangered","N/A","Wherever found"
"Procolobus (=Colobus) rufomitratus (=badius r.)","Tana River red colobus monkey","N/A","Mammals","Endangered","N/A","Wherever found"
"Propithecus spp.","Sifakas","N/A","Mammals","Endangered","N/A","Wherever found"
"Psammobates geometricus","Geometric turtle","N/A","Reptiles","Endangered","N/A","Wherever found"
"Psephotus chrysopterygius","Golden-shouldered parakeet","N/A","Birds","Endangered","N/A","Wherever found"
"Psephotus pulcherrimus","Paradise parakeet","N/A","Birds","Endangered","N/A","Wherever found"
"Pseudemydura umbrina","Short-necked or western swamp turtle","N/A","Reptiles","Endangered","N/A","Wherever found"
"Pseudemys alabamensis","Alabama red-bellied turtle","N/A","Reptiles","Endangered","N/A","Wherever found"
"Pseudemys rubriventris bangsi","Plymouth Redbelly Turtle","17.95(c)","Reptiles","Endangered","N/A","Wherever found"
"Pseudibis gigantea","Giant ibis","N/A","Birds","Endangered","N/A","Wherever found"
"Pseudobulweria macgillivrayi","Fiji petrel","N/A","Birds","Endangered","N/A","Wherever found"
"Pseudocopaeodes eunus obscurus","Carson wandering skipper","N/A","Insects","Endangered","N/A","Wherever found"
"Pseudomys fieldi","Field's mouse","N/A","Mammals","Endangered","N/A","Wherever found"
"Pseudomys fumeus","Smoky mouse","N/A","Mammals","Endangered","N/A","Wherever found"
"Pseudomys gouldii","Gould's mouse","N/A","Mammals","Endangered","N/A","Wherever found"
"Pseudomys novaehollandiae","New Holland mouse","N/A","Mammals","Endangered","N/A","Wherever found"
"Pseudomys occidentalis","Western mouse","N/A","Mammals","Endangered","N/A","Wherever found"
"Pseudomys praeconis","Shark Bay mouse","N/A","Mammals","Endangered","N/A","Wherever found"
"Pseudomys shortridgei","Shortridge's mouse","N/A","Mammals","Endangered","N/A","Wherever found"
"Pseudonestor xanthophrys","Maui parrotbill (Kiwikiu)","17.95(b)","Birds","Endangered","N/A","Wherever found"
"Pseudorca crassidens","false killer whale","N/A","Mammals","Endangered","N/A","Main Hawaiian Islands Insular DPS See 50 CFR 224.101"
"Pseudotryonia adamantina","Diamond Tryonia","17.95(f)","Snails","Endangered","N/A","Wherever found"
"Psittacula echo","Mauritius parakeet","N/A","Birds","Endangered","N/A","Wherever found"
"Psittirostra psittacea","`O`u (honeycreeper)","N/A","Birds","Endangered","N/A","Wherever found"
"Psophodes nigrogularis","Western whipbird","N/A","Birds","Endangered","N/A","Wherever found"
"Pterodroma aterrima","Mascarene black petrel","N/A","Birds","Endangered","N/A","Wherever found"
"Pterodroma axillaris","Chatham Island petrel","N/A","Birds","Endangered","N/A","Wherever found"
"Pterodroma cahow","Bermuda petrel","N/A","Birds","Endangered","N/A","Wherever found"
"Pterodroma madeira","Freira","N/A","Birds","Endangered","N/A","Wherever found"
"Pterodroma magentae","Magenta petrel","N/A","Birds","Endangered","N/A","Wherever found"
"Pterodroma phaeopygia","Galapagos petrel","N/A","Birds","Threatened","N/A","Wherever found"
"Pterodroma sandwichensis","Hawaiian petrel","N/A","Birds","Endangered","N/A","Wherever found"
"Pteronura brasiliensis","Giant otter","N/A","Mammals","Endangered","N/A","South America"
"Pteropus mariannus mariannus","Mariana fruit Bat (=Mariana flying fox)","17.95(a)","Mammals","Threatened","N/A","Wherever found"
"Pteropus rodricensis","Rodrigues fruit bat (=flying fox)","N/A","Mammals","Endangered","N/A","Wherever found"
"Pteropus tokudae","Little Mariana fruit Bat","N/A","Mammals","Endangered","N/A","Wherever found"
"Ptychobranchus greenii","Triangular Kidneyshell","17.95(f)","Clams","Endangered","N/A","Wherever found"
"Ptychobranchus jonesi","Southern kidneyshell","17.95(f)","Clams","Endangered","N/A","Wherever found"
"Ptychobranchus subtentum","Fluted kidneyshell","17.95(f)","Clams","Endangered","N/A","Wherever found"
"Ptychocheilus lucius","Colorado pikeminnow (=squawfish)","17.95(e)","Fishes","Endangered","N/A","Wherever found except where listed as an experimental population"
"Ptychocheilus lucius","Colorado pikeminnow (=squawfish)","N/A","Fishes","Experimental Population Non-Essential","17.84(b)","Salt and Verde R. drainages AZ"
"Pudu pudu","Pudu","N/A","Mammals","Endangered","N/A","Wherever found"
"Puffinus auricularis newelli","Newell's Townsend's shearwater","N/A","Birds","Threatened","N/A","Wherever found"
"Puffinus heinrothi","Heinroth's shearwater","N/A","Birds","Threatened","N/A","Wherever found"
"Puma (=Felis) concolor (all subsp. except coryi)","Puma (=mountain lion)","N/A","Mammals","Similarity of Appearance to a Threatened Taxon","17.40(h)","U.S.A. (FL)"
"Puma (=Felis) concolor coryi","Florida panther","N/A","Mammals","Endangered","N/A","Wherever found"
"Puma (=Felis) concolor costaricensis","Costa Rican puma","N/A","Mammals","Endangered","N/A","Wherever found"
"Pygathrix nemaeus","Douc langur","N/A","Mammals","Endangered","N/A","Wherever found"
"Pyrgulopsis (=Marstonia) pachyta","Armored snail","N/A","Snails","Endangered","N/A","Wherever found"
"Pyrgulopsis bernardina","San Bernardino springsnail","17.95(f)","Snails","Threatened","N/A","Wherever found"
"Pyrgulopsis bruneauensis","Bruneau Hot springsnail","N/A","Snails","Endangered","N/A","Wherever found"
"Pyrgulopsis chupaderae","Chupadera springsnail","17.95(f)","Snails","Endangered","N/A","Wherever found"
"Pyrgulopsis neomexicana","Socorro springsnail","N/A","Snails","Endangered","N/A","Wherever found"
"Pyrgulopsis ogmorhaphe","Royal marstonia (snail)","N/A","Snails","Endangered","N/A","Wherever found"
"Pyrgulopsis roswellensis","Roswell springsnail","17.95(f)","Snails","Endangered","N/A","Wherever found"
"Pyrgulopsis texana","Phantom Springsnail","17.95(f)","Snails","Endangered","N/A","Wherever found"
"Pyrgulopsis trivialis","Three Forks Springsnail","17.95(f)","Snails","Endangered","N/A","Wherever found"
"Pyrgus ruralis lagunae","Laguna Mountains skipper","17.95(i)","Insects","Endangered","N/A","Wherever found"
"Pyriglena atra","Fringe-backed fire-eye","N/A","Birds","Endangered","N/A","Wherever found"
"Pyrrhula pyrrhula murina","Sao Miguel bullfinch (finch)","N/A","Birds","Endangered","N/A","Wherever found"
"Pyrrhura cruentata","Blue-throated (=ochre-marked) parakeet","N/A","Birds","Endangered","N/A","Wherever found"
"Python molurus molurus","Indian python","N/A","Reptiles","Endangered","N/A","Wherever found"
"Quadrula cylindrica cylindrica","Rabbitsfoot","17.95(f) 17.95(h)","Clams","Threatened","N/A","Wherever found"
"Quadrula cylindrica strigillata","Rough rabbitsfoot","17.95(f)","Clams","Endangered","N/A","Wherever found"
"Quadrula fragosa","Winged Mapleleaf","N/A","Clams","Endangered","N/A","Wherever found except where listed as an experimental population"
"Quadrula fragosa","Winged Mapleleaf","N/A","Clams","Experimental Population Non-Essential","17.85(a)","U.S.A. (AL-specified portions of the Tennessee River; see 17.85(a)(1))"
"Quadrula intermedia","Cumberland monkeyface (pearlymussel)","N/A","Clams","Endangered","N/A","Wherever found; Except where listed as Experimental Populations"
"Quadrula intermedia","Cumberland monkeyface (pearlymussel)","N/A","Clams","Experimental Population Non-Essential","17.85(a)","U.S.A. (AL;The free-flowing reach of the Tennessee R. from the base of Wilson Dam downstream to the backwaters of Pickwick Reservoir [about 12 RM (19 km)] and the lower 5 RM [8 km] of all tributaries to this reach in Colbert and Lauderdale Cos. see 17.85(a))"
"Quadrula intermedia","Cumberland monkeyface (pearlymussel)","N/A","Clams","Experimental Population Non-Essential","N/A","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))"
"Quadrula sparsa","Appalachian monkeyface (pearlymussel)","N/A","Clams","Endangered","N/A","Wherever found"
"Quadrula sparsa","Appalachian monkeyface (pearlymussel)","N/A","Clams","Experimental Population Non-Essential","N/A","USA (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))"
"Quadrula stapes","Stirrupshell","N/A","Clams","Endangered","N/A","Wherever found"
"Quisicalus palustris","Slender-billed Grackle","N/A","Birds","Endangered","N/A","Wherever found"
"Rallus longirostris levipes","Light-footed clapper rail","N/A","Birds","Endangered","N/A","Wherever found"
"Rallus longirostris obsoletus","California clapper rail","N/A","Birds","Endangered","N/A","Wherever found"
"Rallus longirostris yumanensis","Yuma clapper rail","N/A","Birds","Endangered","N/A","Wherever found"
"Rallus owstoni","Guam rail","N/A","Birds","Endangered","N/A","Wherever found except where listed as an experimental population"
"Rallus owstoni","Guam rail","N/A","Birds","Experimental Population Non-Essential","17.84(f)","Rota"
"Rallus pectoralis muelleri","Aukland Island rail","N/A","Birds","Endangered","N/A","Wherever found"
"Ramphocinclus brachyurus","White-breasted thrasher","N/A","Birds","Endangered","N/A","Wherever found"
"Ramphodon (=Glaucis) dohrnii","Hook-billed hermit (hummingbird)","N/A","Birds","Endangered","N/A","Wherever found"
"Rana chiricahuensis","Chiricahua leopard frog","17.95(d)","Amphibians","Threatened","17.43(b)","Wherever found"
"Rana draytonii","California red-legged frog","17.95(d)","Amphibians","Threatened","17.43(d)","Wherever found"
"Rana muscosa","Mountain yellow-legged frog","17.95(d)","Amphibians","Endangered","N/A","U.S.A. northern California"
"Rana muscosa","Mountain yellow-legged frog","17.95(d)","Amphibians","Endangered","N/A","U.S.A. southern California"
"Rana pretiosa","Oregon spotted frog","17.95(d)","Amphibians","Threatened","N/A","Wherever found"
"Rana sevosa","dusky gopher frog","17.95(d)","Amphibians","Endangered","N/A","Wherever found"
"Rana sierrae","Sierra Nevada Yellow-legged Frog","17.95(d)","Amphibians","Endangered","N/A","Wherever found"
